,title,imdb_user_review,imdb_critic_review,tomato_critic_review,tomato_user_review
2095,Sarvopari Palakkaran,5.1,N/A,N/A,N/A
2096,Secret,7.5,N/A,N/A,N/A
2097,Didn't Think of It,7.5,N/A,N/A,90
2098,Soul Robbers from Outer Space,7.5,N/A,N/A,N/A
2099,The Feels,5.1,N/A,N/A,56
2100,The Music of Silence,6.6,25,N/A,0
2101,Theeram,6.5,N/A,N/A,N/A
2102,Our Kind of Traitor,6.2,57,N/A,65
2103,Tum Milo Toh Sahi,5.7,N/A,N/A,28
2104,Viswasapoorvam Mansoor,6.3,N/A,N/A,N/A
2105,What a Wonderful Family!,6.9,N/A,N/A,N/A
2106,Zoo,6.8,N/A,N/A,60
2107,1 Chance 2 Dance,4.8,N/A,N/A,47
2108,10 jours en or,5.8,N/A,N/A,27
2109,46,7,N/A,N/A,N/A
2110,A Second Chance,6.8,35,N/A,67
2111,Albion: The Enchanted Stallion,5.2,N/A,N/A,N/A
2112,Amrapali,6.7,N/A,N/A,N/A
2113,Black Snow,6.2,N/A,N/A,N/A
2114,Bruno & Boots: The Wizzle War,5.2,N/A,N/A,N/A
2115,Bruno & Boots: The Wizzle War,5.2,N/A,N/A,N/A
2116,Here Alone,5.6,59,N/A,N/A
2117,Ho Mann Jahaan,7.2,N/A,N/A,62
2118,Lal Patthar,6.4,N/A,N/A,N/A
2119,Liar's Dice,6.9,N/A,N/A,N/A
2120,Runner Runner,5.6,36,N/A,N/A
2121,Professor,7,N/A,N/A,N/A
2122,The Invisible Guest,8.1,N/A,N/A,67
2123,Tik Tok,5.6,N/A,N/A,N/A
2124,Waar,7.9,N/A,N/A,85
2125,Wrong No.,6.7,N/A,N/A,N/A
2126,Yaar Gaddar,3.8,N/A,N/A,N/A
2127,Zip & Zap and the Captain's Island,5.6,N/A,N/A,N/A
2128,Jim Jefferies: Freedumb,7.7,N/A,N/A,N/A
2129,King Jack,7,72,N/A,94
2130,Road to Yesterday,6.1,N/A,N/A,N/A
2131,Stealing History,6.5,N/A,N/A,N/A
2132,Suicide,6,N/A,N/A,N/A
2133,X: Past Is Present,5.4,N/A,N/A,N/A
2134,You Carry Me,7,N/A,N/A,86
2135,Bulletproof 2,3.4,N/A,N/A,17
2136,Godzilla: The Planet Eater,5,N/A,N/A,25
2137,Next Enti?,4.6,N/A,N/A,N/A
2138,Solo: A Star Wars Story,6.9,62,N/A,70
2139,Solo: A Star Wars Story,6.9,62,N/A,N/A
2140,The Monster,5.4,69,N/A,N/A
2141,Alien Contact: Outer Space,3.9,N/A,N/A,N/A
2142,The House Next Door,6.8,N/A,N/A,N/A
2143,Kurt & Courtney,6.1,N/A,N/A,N/A
2144,The Conjuring,7.5,68,N/A,85
2145,Tom Segura: Mostly Stories,7.5,N/A,N/A,89
2146,A Ghost Story,6.9,84,N/A,91
2147,"Live Twice, Love Once",7.2,N/A,N/A,N/A
2148,The Tourist,6,37,N/A,N/A
2149,Komola Rocket,7.4,N/A,N/A,N/A
2150,Pahuna,7.4,N/A,N/A,N/A
2151,Miss Sharon Jones!,7.2,77,N/A,N/A
2152,Under the Shadow,6.9,84,N/A,99
2153,House of Z,6.7,N/A,N/A,60
2154,Coin Heist,4.8,N/A,N/A,40
2155,Lego Marvel Super Heroes: Maximum Overload,6.5,N/A,N/A,N/A
2156,Rustom,7.1,N/A,N/A,40
2157,3 Srikandi,6.5,N/A,N/A,N/A
2158,Aach... Aku Jatuh Cinta,6.5,N/A,N/A,N/A
2159,Love You... Love You Not,5.4,N/A,N/A,N/A
2160,Mara,5.1,32,N/A,N/A
2161,Nang Nak,6.5,N/A,N/A,N/A
2162,Soekarno,7,N/A,N/A,N/A
2163,Before I Wake,6.2,68,N/A,63
2164,Devilman: Crybaby,7.6,N/A,N/A,N/A
2165,Don Quixote,5.4,N/A,N/A,N/A
2166,Flimflam,5.5,N/A,N/A,N/A
2167,In Order of Disappearance,7.2,74,N/A,86
2168,Rampage: President Down,4.8,N/A,N/A,17
2169,And Breathe Normally,6.9,77,N/A,92
2170,Lionheart,6.2,41,N/A,N/A
2171,Hulk: Where Monsters Dwell,5.5,N/A,N/A,N/A
2172,Agatha and the Truth of Murder,6.3,N/A,N/A,N/A
2173,Hantu Kak Limah,6.3,N/A,N/A,N/A
2174,Love Off the Cuff,6.5,N/A,N/A,100
2175,The Hundred-Foot Journey,7.3,55,N/A,67
2176,Expedition Happiness,5.9,N/A,N/A,49
2177,Bill Burr: Walk Your Way Out,7.3,N/A,N/A,91
2178,Semana Santa,6.1,N/A,N/A,100
2179,Sat Sri Akal,5.8,N/A,N/A,N/A
2180,Swiss Army Man,7,64,N/A,71
2181,Incredibles 2,7.6,80,N/A,94
2182,The Longshots,5.4,52,N/A,N/A
2183,Virsa,5.7,N/A,N/A,12
2184,Jerry Seinfeld: 'I'm Telling You for the Last Time',7.9,N/A,N/A,N/A
2185,Monster High: Freaky Fusion,6.9,N/A,N/A,82
2186,All the Freckles in the World,5.2,N/A,N/A,20
2187,Deewangee,6.6,N/A,N/A,N/A
2188,Ferris Bueller's Day Off,7.8,61,N/A,N/A
2189,Occupation,5.1,45,N/A,N/A
2190,Pope Francis: A Man of His Word,6.1,63,N/A,83
2191,Jen Kirkman: Just Keep Livin?,6.7,N/A,N/A,N/A
2192,Ant-Man and the Wasp,7.1,70,N/A,88
2193,Bhasmasur,7,N/A,N/A,N/A
2194,High Society,7,N/A,N/A,82
2195,Up Among the Stars,6.1,N/A,N/A,N/A
2196,Holy Camp!,6.3,N/A,N/A,N/A
2197,Journey to Greenland,6.3,N/A,N/A,N/A
2198,Habibie & Ainun,7.6,N/A,N/A,N/A
2199,Nathicharami,7.1,N/A,N/A,N/A
2200,Rudy Habibie,7.5,N/A,N/A,83
2201,Surga Yang Tak Dirindukan,7.9,N/A,N/A,N/A
2202,Surga Yang Tak Dirindukan 2,7.2,N/A,N/A,74
2203,Frozen Planet,9,N/A,N/A,N/A
2204,iBoy,6,50,N/A,69
2205,Biggie and Tupac,6.8,63,N/A,N/A
2206,The Boy General,6.8,N/A,N/A,62
2207,A Futile and Stupid Gesture,6.8,55,N/A,67
2208,Fakkah Fuzz: Almost Banned,4,N/A,N/A,N/A
2209,Mune: Guardian of the Moon,7.2,N/A,N/A,80
2210,Sebastián Marcelo Wainraich,6.2,N/A,N/A,N/A
2211,Ánimas,4.8,N/A,N/A,57
2212,Kingdom,8.4,N/A,N/A,93
2213,My Masterpiece,7.1,N/A,N/A,86
2214,Acts of Vengeance,5.7,49,N/A,55
2215,The Silence of the Sky,6.5,N/A,N/A,N/A
2216,Hotel Transylvania 3: Summer Vacation,6.3,54,N/A,62
2217,Just Love,6.3,N/A,N/A,N/A
2218,Blockbuster,5.5,N/A,N/A,N/A
2219,Ricardo Quevedo: Hay gente así,6.5,N/A,N/A,N/A
2220,The Good Catholic,5.2,46,N/A,42
2221,Cristela Alonzo: Lower Classy,6.3,N/A,N/A,N/A
2222,Mitt,6.9,64,N/A,83
2223,Innocent,7.4,N/A,N/A,N/A
2224,Planet 51,6,39,N/A,22
2225,The Iceman,6.8,60,N/A,48
2226,My Entire High School Sinking Into the Sea,6,72,N/A,85
2227,Todd Glass: Act Happy,5,N/A,N/A,100
2228,Gad Elmaleh: Part En Live,6.8,N/A,N/A,N/A
2229,Where's the Money,5.1,N/A,N/A,N/A
2230,Ricardo O'Farrill: Abrazo genial,5.7,N/A,N/A,N/A
2231,Hart's War,6.3,49,N/A,67
2232,Caída del Cielo,5.3,N/A,N/A,20
2233,Pink,8.1,N/A,N/A,N/A
2234,Take the 10,4.7,N/A,N/A,27
2235,Half Girlfriend,4.4,N/A,N/A,22
2236,Monty Python and the Holy Grail,8.2,93,N/A,97
2237,Mustang Island,6.1,N/A,N/A,67
2238,Auschwitz: The Blueprints of Genocide,7.6,N/A,N/A,N/A
2239,Harith Iskander: I Told You So,4.5,N/A,N/A,N/A
2240,Step Sisters,5.4,N/A,N/A,22
2241,The Open House,3.2,N/A,N/A,15
2242,Good Kids,6.1,N/A,N/A,N/A
2243,The Bling Ring,5.6,66,N/A,29
2244,IO,4.7,40,N/A,31
2245,Ser Tão Velho Cerrado,7.6,N/A,N/A,N/A
2246,Patria,7.6,N/A,N/A,N/A
2247,Soni,7.2,68,N/A,87
2248,Bad Day for the Cut,6.5,N/A,N/A,92
2249,Enlighten Us,6.2,N/A,N/A,55
2250,Arango y Sanint: Ríase el show,4,N/A,N/A,N/A
2251,Godzilla,6.4,62,N/A,16
2252,Neal Brennan: 3 Mics,7.9,N/A,N/A,100
2253,Death Race 2050,3.7,N/A,N/A,N/A
2254,The Square,7.2,73,N/A,86
2255,Deadcon,2.8,N/A,N/A,50
2256,Get Him to the Greek,6.4,65,N/A,72
2257,Hop,5.4,41,N/A,86
2258,Jezebel,7.5,N/A,N/A,95
2259,Legend,6.9,55,N/A,38
2260,NiNoKuni,6.1,N/A,N/A,N/A
2261,Steve Jobs,7.2,82,N/A,100
2262,Skyline,4.4,26,N/A,N/A
2263,A Serious Man,7,83,N/A,90
2264,Dallas Buyers Club,8,80,N/A,N/A
2265,Flash of Genius,7,57,N/A,60
2266,The Rezort,5.3,N/A,N/A,50
2267,Big Fat Liar,5.4,36,N/A,44
2268,Bulbul Can Sing,6.7,N/A,N/A,100
2269,The Poison Rose,4.7,30,N/A,N/A
2270,MindGamers,3.7,N/A,N/A,8
2271,Saving Zoë,5.2,N/A,N/A,N/A
2272,True Grit,7.6,80,N/A,78
2273,Where the Money Is,6.2,49,N/A,48
2274,Abdullah: The Final Witness,7,N/A,N/A,N/A
2275,Hide and Seek,5.8,N/A,N/A,N/A
2276,Deadly Switch,4.5,N/A,N/A,22
2277,Echarikkai,6.5,N/A,N/A,N/A
2278,Black Widow,6.7,N/A,N/A,N/A
2279,Only Mine,4.7,N/A,N/A,N/A
2280,Pandigai,6.5,N/A,N/A,N/A
2281,Pari,6.6,N/A,N/A,45
2282,The Assignment,4.6,34,N/A,40
2283,Sebastian Maniscalco: Stay Hungry,7.1,N/A,N/A,N/A
2284,Dead Silence,6.2,34,N/A,N/A
2285,The Doll 2,5.3,N/A,N/A,N/A
2286,A Boy Called Po,6.6,47,N/A,31
2287,Adventures of Ali-Baba and the Forty Thieves,6.2,N/A,N/A,N/A
2288,Face 2 Face,4.5,N/A,N/A,67
2289,Manolo: the Boy Who Made Shoes for Lizards,6.4,52,N/A,67
2290,Battle for Incheon: Operation Chromite,6.2,50,N/A,37
2291,Phir Se,6.2,N/A,N/A,N/A
2292,Pyaar Ke Do Pal,6.2,N/A,N/A,43
2293,Rip Tide,5.5,N/A,N/A,N/A
2294,Thong Dee Fun Khao,5.5,N/A,N/A,N/A
2295,Unrest,5,N/A,N/A,33
2296,Urvi,7,N/A,N/A,N/A
2297,Berlin Calling,7.3,N/A,N/A,N/A
2298,Harry & Snowman,7.6,74,N/A,94
2299,Max Rose,6.1,38,N/A,37
2300,Sarajevo,6.7,N/A,N/A,N/A
2301,Stereo,6.6,N/A,N/A,60
2302,Teenage Cocktail,5.8,N/A,N/A,100
2303,The Similars,5.9,N/A,N/A,95
2304,We Are Young. We Are Strong.,7.1,N/A,N/A,N/A
2305,Ip Man,8,59,N/A,85
2306,Ip Man 2,7.5,67,N/A,N/A
2307,Leslie Jones: Time Machine,5.1,N/A,N/A,100
2308,The Master,7.2,86,N/A,N/A
2309,Women of Mafia 2,3.8,N/A,N/A,N/A
2310,Camp X-Ray,6.9,54,N/A,75
2311,Estar o no estar,5.2,N/A,N/A,N/A
2312,Our Little Sister,7.5,75,N/A,46
2313,The River Thief,5.3,N/A,N/A,0
2314,The Last Face,4.9,16,N/A,N/A
2315,13 Sins,6.3,44,N/A,65
2316,Baazaar,6.6,N/A,N/A,33
2317,The Fighter,7.8,79,N/A,91
2318,Aquarius,7.1,N/A,N/A,97
2319,Clinical,5.1,N/A,N/A,22
2320,Betty White: First Lady of Television,7.8,N/A,N/A,73
2321,Made in China,6.2,N/A,N/A,N/A
2322,Becoming Jane,7.1,55,N/A,N/A
2323,He's Out There,5.2,N/A,N/A,N/A
2324,Milada,6.2,N/A,N/A,N/A
2325,The Polka King,5.9,65,N/A,70
2326,The Polka King,5.9,65,N/A,66
2327,Tom Segura: Disgraceful,7.6,N/A,N/A,100
2328,Little Men,6.7,86,N/A,N/A
2329,Very Big Shot,7.2,N/A,N/A,N/A
2330,Zoom,4.4,26,N/A,3
2331,All of You,5.3,N/A,N/A,N/A
2332,The Last Laugh,5.6,31,N/A,100
2333,Dayveon,6.3,69,N/A,71
2334,Jamtara: Sabka Number Ayega,7.4,N/A,N/A,N/A
2335,Monsters: Dark Continent,4.3,42,N/A,17
2336,Setup,4.4,N/A,N/A,15
2337,Sniper Special Ops,3.2,N/A,N/A,18
2338,The Evil Dead,7.5,71,N/A,95
2339,The Shallows,6.3,59,N/A,N/A
2340,On Yoga the Architecture of Peace,7.8,N/A,N/A,N/A
2341,Jim Gaffigan: Cinco,7.1,N/A,N/A,83
2342,21,6.8,48,N/A,17
2343,A Cinderella Story,5.9,25,N/A,12
2344,Alpha and Omega 4: The Legend of the Saw Toothed Cave,5.4,N/A,N/A,75
2345,American Beauty,8.3,84,N/A,87
2346,Arthur Christmas,7.1,69,N/A,92
2347,Aruna & Her Palate,7.3,N/A,N/A,N/A
2348,As Good as It Gets,7.7,67,N/A,85
2349,Bad Grandpa .5,6.3,N/A,N/A,N/A
2350,Breaking the Bank,4.8,N/A,N/A,N/A
2351,Catch Me If You Can,8.1,75,N/A,96
2352,Center Stage,6.7,52,N/A,42
2353,Charlie and the Chocolate Factory,6.6,72,N/A,83
2354,Chasing Amy,7.2,71,N/A,87
2355,Chitty Chitty Bang Bang,6.9,64,N/A,67
2356,Chloe,6.3,48,N/A,N/A
2357,City of God,8.6,79,N/A,91
2358,Click,6.4,45,N/A,33
2359,Cloverfield,7,64,N/A,77
2360,Coach Carter,7.3,57,N/A,64
2361,Dinner for Schmucks,5.9,56,N/A,41
2362,Donnie Brasco,7.7,76,N/A,88
2363,DragonHeart,6.5,N/A,N/A,50
2364,Dragonheart 3: The Sorcerer's Curse,5.1,N/A,N/A,N/A
2365,Dragonheart: A New Beginning,4.5,N/A,N/A,40
2366,Event Horizon,6.7,35,N/A,27
2367,Fall Girls,3.8,N/A,N/A,N/A
2368,Final Destination,6.7,36,N/A,35
2369,Final Destination 2,6.2,38,N/A,48
2370,Final Destination 3,5.8,41,N/A,43
2371,Free Willy,6,79,N/A,58
2372,Friday the 13th,6.5,22,N/A,50
2373,Garfield's Fun Fest,4.4,N/A,N/A,N/A
2374,Garfield's Pet Force,4.1,N/A,N/A,N/A
2375,Ghost Rider,5.2,35,N/A,26
2376,Ghost Stories,6.4,68,N/A,N/A
2377,Hairspray,6.6,81,N/A,91
2378,Harold & Kumar Go to White Castle,7.1,64,N/A,N/A
2379,Hitch,6.6,58,N/A,68
2380,Hunt to Kill,5.2,N/A,N/A,33
2381,Inception,8.8,74,N/A,87
2382,Instructions Not Included,7.5,55,N/A,N/A
2383,Jeff Dunham: Unhinged in Hollywood,6.6,N/A,N/A,N/A
2384,Jimmy Neutron: Boy Genius,6,65,N/A,74
2385,Julie & Julia,7,66,N/A,N/A
2386,Kate & Leopold,6.4,44,N/A,N/A
2387,Kill Bill: Vol. 1,8.1,69,N/A,N/A
2388,Kill Bill: Vol. 2,8,83,N/A,N/A
2389,Kingpin,6.9,43,N/A,67
2390,Kiss the Girls,6.6,46,N/A,29
2391,La Bamba,6.9,65,N/A,91
2392,Legend of the Guardians: The Owls of Ga'Hoole,6.9,53,N/A,N/A
2393,Magnolia,8,77,N/A,83
2394,Mandi,7.6,N/A,N/A,N/A
2395,Mansfield Park,7.1,71,N/A,53
2396,Monster-in-Law,5.6,31,N/A,18
2397,Moon,7.9,67,N/A,90
2398,My Girl,6.9,56,N/A,N/A
2399,New York Minute,5,33,N/A,11
2400,Pan's Labyrinth,8.2,98,N/A,N/A
2401,Paranormal Activity,6.3,68,N/A,83
2402,Patriot Games,6.9,64,N/A,73
2403,Posesif,7.3,N/A,N/A,N/A
2404,Resident Evil: Afterlife,5.8,37,N/A,22
2405,Riot,5.1,N/A,N/A,N/A
2406,Road Trip: Beer Pong,4.9,N/A,N/A,23
2407,Scream,7.2,65,N/A,53
2408,Seal Team Six: The Raid on Osama Bin Laden,5.7,N/A,N/A,N/A
2409,Siren,7,N/A,N/A,N/A
2410,Sliver,5,38,N/A,11
2411,Snow Day,5.1,34,N/A,29
2412,Strictly Ballroom,7.2,72,N/A,N/A
2413,Stuart Little,5.9,61,N/A,67
2414,Stuart Little 2,5.5,66,N/A,81
2415,Sweeney Todd: The Demon Barber of Fleet Street,7.3,83,N/A,N/A
2416,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6,45,N/A,N/A
2417,Terminator 3: Rise of the Machines,6.3,66,N/A,69
2418,Terminator Salvation,6.5,49,N/A,33
2419,The Amityville Horror,6,33,N/A,27
2420,The Craft,6.4,55,N/A,55
2421,The Crying Game,7.2,90,N/A,N/A
2422,The Dukes of Hazzard,7.1,N/A,N/A,N/A
2423,The Dukes of Hazzard: The Beginning,4.5,N/A,N/A,N/A
2424,The Final Destination,5.2,30,N/A,29
2425,The Invention of Lying,6.4,58,N/A,56
2426,The Lord of the Rings: The Return of the King,8.9,94,N/A,93
2427,The Lord of the Rings: The Two Towers,8.7,87,N/A,95
2428,The Mask of Zorro,6.7,63,N/A,N/A
2429,The Naked Gun: From the Files of Police Squad!,7.6,76,N/A,N/A
2430,The Natural,7.5,61,N/A,N/A
2431,The Original Kings of Comedy,6.9,76,N/A,N/A
2432,The Peacemaker,5.9,43,N/A,N/A
2433,The Ring,7.1,57,N/A,71
2434,The Talented Mr. Ripley,7.4,76,N/A,N/A
2435,Tremors,7.1,65,N/A,88
2436,Tremors 3: Back to Perfection,5.3,N/A,N/A,67
2437,Tremors 4: The Legend Begins,5.3,N/A,N/A,33
2438,Tremors 5: Bloodlines,5.3,N/A,N/A,N/A
2439,True Grit,7.6,80,N/A,88
2440,Up in the Air,7.4,83,N/A,14
2441,What Lies Beneath,6.6,51,N/A,46
2442,Wild Wild West,4.9,38,N/A,17
2443,Willy Wonka & the Chocolate Factory,7.8,67,N/A,N/A
2444,Wyatt Earp,6.7,47,N/A,N/A
2445,Yes Man,6.8,46,N/A,46
2446,A Perfect Ending,5.7,N/A,N/A,N/A
2447,Across the Universe,7.3,56,N/A,53
2448,Babel,7.4,69,N/A,69
2449,Back to the 90s,6.4,N/A,N/A,N/A
2450,Black Hawk Down,7.7,74,N/A,76
2451,Chappie,6.8,41,N/A,32
2452,Christmas with the Kranks,5.4,22,N/A,5
2453,Daddy Day Care,5.6,39,N/A,27
2454,Gone Are The Days,5.1,N/A,N/A,N/A
2455,Hell or High Water,7.6,88,N/A,97
2456,Indiana Jones and the Kingdom of the Crystal Skull,6.1,65,N/A,78
2457,Indiana Jones and the Last Crusade,8.2,65,N/A,89
2458,Raiders of the Lost Ark,8.4,85,N/A,95
2459,Indiana Jones and the Temple of Doom,7.6,57,N/A,85
2460,Jay and Silent Bob Strike Back,6.8,51,N/A,52
2461,Jersey Boys,6.8,54,N/A,51
2462,Kevyn Aucoin: Beauty & the Beast in Me,6.9,N/A,N/A,N/A
2463,Krystal,5.4,39,N/A,10
2464,Last Night,6.6,50,N/A,100
2465,"Lock, Stock and Two Smoking Barrels",8.2,66,N/A,N/A
2466,Western Ghats,8.6,N/A,N/A,N/A
2467,Mona Lisa Smile,6.5,45,N/A,34
2468,Moshe Kasher: Live in Oakland,6.8,N/A,N/A,N/A
2469,Perfect Stranger,5.7,31,N/A,N/A
2470,Pokémon the Movie: I Choose You!,6.3,N/A,N/A,N/A
2471,Pulp Fiction,8.9,94,N/A,91
2472,Puriyaatha Puthir,6.6,N/A,N/A,N/A
2473,Taramani,7.5,N/A,N/A,N/A
2474,Tears of the Sun,6.6,48,N/A,33
2475,The Boy in the Striped Pajamas,7.8,55,N/A,N/A
2476,The Crow,7.6,71,N/A,N/A
2477,The Pass,6.5,66,N/A,N/A
2478,Trash,7.2,50,N/A,46
2479,Whitney Cummings: Money Shot,6.3,N/A,N/A,N/A
2480,xXx,5.9,48,N/A,48
2481,xXx: State of the Union,4.4,37,N/A,17
2482,Aajacha Divas Majha,7.6,N/A,N/A,N/A
2483,Aata Pita,6.2,N/A,N/A,N/A
2484,Badha,6.9,N/A,N/A,N/A
2485,Camp Cool Kids,4.7,N/A,N/A,N/A
2486,Chittagong,7.2,N/A,N/A,57
2487,Devrai,7.8,N/A,N/A,N/A
2488,Dries,6.8,N/A,N/A,N/A
2489,Fandry,8.3,N/A,N/A,88
2490,Green White Green,5.9,N/A,N/A,N/A
2491,Happy Hunting,5.1,N/A,N/A,100
2492,Heartthrob,5.5,N/A,N/A,31
2493,Hridaynath,5.1,N/A,N/A,N/A
2494,Who Am I to You?,7.5,N/A,N/A,90
2495,We Stand United,6.2,N/A,N/A,N/A
2496,Ideachi Kalpana,6.1,N/A,N/A,N/A
2497,Jora 10 Numbaria,6.9,N/A,N/A,N/A
2498,Justin Bieber: Never Say Never,1.6,52,N/A,65
2499,Kay Dyache Bola,7.1,N/A,N/A,N/A
2500,Maacher Jhol,7,N/A,N/A,N/A
2501,Maddman: The Steve Madden Story,6.6,N/A,N/A,N/A
2502,When Love Calls,7.3,N/A,N/A,N/A
2503,A Return to Grace: Luther's Life and Legacy,7.3,N/A,N/A,75
2504,Maza Pati Karodpati,7.1,N/A,N/A,N/A
2505,Mee Shivajiraje Bhosale Boltoy,7.9,N/A,N/A,57
2506,Monster High: Escape from Skull Shores,6.9,N/A,N/A,69
2507,Monster High: Friday Night Frights,6.9,N/A,N/A,81
2508,Monster High: Fright On,7,N/A,N/A,N/A
2509,"Monster High: Frights, Camera, Action!",6.6,N/A,N/A,N/A
2510,Monster High: Why Do Ghouls Fall in Love?,6.8,N/A,N/A,81
2511,Now More Than Ever: The History of Chicago,7,N/A,N/A,79
2512,Nymphomaniac: Vol. I,6.9,64,N/A,76
2513,Planetarium,4.6,44,N/A,16
2514,Residente,8,N/A,N/A,93
2515,Sanai Choughade,6.6,N/A,N/A,N/A
2516,Shahanpan Dega Deva,4.7,N/A,N/A,N/A
2517,Super Dark Times,6.6,75,N/A,89
2518,The Age of Shadows,7.1,78,N/A,100
2519,The Arbitration,5.6,N/A,N/A,N/A
2520,The Damned Rain,7.3,N/A,N/A,100
2521,The Rehearsal,5.7,61,N/A,82
2522,The Trigger Effect,5.7,66,N/A,75
2523,The Vault,4.8,50,N/A,N/A
2524,Time Please,7.1,N/A,N/A,N/A
2525,Yanda Kartavya Aahe,6.6,N/A,N/A,N/A
2526,Autohead,6,N/A,N/A,N/A
2527,Bee Movie,6.1,54,N/A,50
2528,Headwinds,6.5,N/A,N/A,N/A
2529,Hurricane Bianca,5.8,N/A,N/A,53
2530,Radiopetti,7.3,N/A,N/A,N/A
2531,Saheb Bibi Golaam,6.5,N/A,N/A,N/A
2532,The Land of the Enlightened,7.1,N/A,N/A,50
2533,Udta Punjab,7.8,N/A,N/A,91
2534,Power Rangers Super Megaforce: The Legendary Battle,6.7,N/A,N/A,N/A
2535,The Robo Knight Before Christmas,5.8,N/A,N/A,N/A
2536,To and from New York,6.5,N/A,N/A,N/A
2537,God Bless the Broken Road,5.5,31,N/A,17
2538,Seeing Allred,6.8,68,N/A,100
2539,The Ritual,6.3,57,N/A,N/A
2540,When We First Met,6.4,36,N/A,43
2541,Don't Knock Twice,5.1,45,N/A,N/A
2542,High Flying Bird,6.2,78,N/A,93
2543,High Flying Bird,6.2,78,N/A,N/A
2544,Kevin Hart's Guide to Black History,5.4,N/A,N/A,N/A
2545,ReMastered: The Two Killings of Sam Cooke,7.2,N/A,N/A,100
2546,The Tree of Blood,6.4,N/A,N/A,55
2547,6 Days,6.2,36,N/A,63
2548,Blinky Bill the Movie,5,N/A,N/A,73
2549,The Inspector General,6.8,N/A,N/A,72
2550,Jack and the Cuckoo-Clock Heart,7,56,N/A,N/A
2551,Lez Bomb,5,N/A,N/A,89
2552,"Michael Bolton's Big, Sexy Valentine's Day Special",6.7,N/A,N/A,N/A
2553,Detective Dee: The Four Heavenly Kings,6.4,58,N/A,N/A
2554,The Confirmation,6.4,65,N/A,N/A
2555,Welcome to Willits,4.1,N/A,N/A,48
2556,Woody Woodpecker,4.1,N/A,N/A,N/A
2557,Lila & Eve,5.8,45,N/A,N/A
2558,"Ray Romano: Right Here, Around the Corner",7.2,N/A,N/A,N/A
2559,Princess Cyd,6.6,72,N/A,95
2560,The Cloverfield Paradox,5.5,37,N/A,20
2561,Thumper,5.8,N/A,N/A,86
2562,Hannibal Buress: Comedy Camisado,6.6,N/A,N/A,100
2563,The Parallax View,7.1,65,N/A,N/A
2564,The Charnel House,4.4,N/A,N/A,33
2565,French Dirty,5.2,N/A,N/A,62
2566,Daniel Sosa: Sosafado,5.3,N/A,N/A,N/A
2567,Imperial Dreams,6.7,67,N/A,92
2568,Billy Graham: An Extraordinary Journey,7.5,N/A,N/A,71
2569,Mine,5.9,40,N/A,81
2570,Quién te cantará,7,N/A,N/A,N/A
2571,The Rebound,6.3,N/A,N/A,N/A
2572,Big Bear,5.1,N/A,N/A,N/A
2573,Big Bear,5.1,N/A,N/A,N/A
2574,Be Here Now,8.7,N/A,N/A,100
2575,Mike Birbiglia: Thank God for Jokes,7.5,N/A,N/A,100
2576,People You May Know,5.5,N/A,N/A,41
2577,A Second Chance,6.8,35,N/A,52
2578,Beauty and the Bestie,4.8,N/A,N/A,N/A
2579,Bride for Rent,6.4,N/A,N/A,65
2580,Can't Help Falling in Love,7.2,N/A,N/A,N/A
2581,Evening Shadows,7.1,N/A,N/A,40
2582,Four Sisters and a Wedding,7.3,N/A,N/A,85
2583,"Female, Male, Gay, Lesbian",5.3,N/A,N/A,N/A
2584,It Takes a Man and a Woman,6.7,N/A,N/A,74
2585,My Ex and Whys,6.2,N/A,N/A,N/A
2586,Rise: Ini Kalilah,5,N/A,N/A,N/A
2587,She's Dating the Gangster,7.2,N/A,N/A,N/A
2588,The Breakup Playlist,6.5,N/A,N/A,44
2589,The Mistress,6.3,N/A,N/A,N/A
2590,The Only Mother to You All,5.5,N/A,N/A,N/A
2591,You Changed My Life,6.5,N/A,N/A,N/A
2592,You're My Boss,6.3,N/A,N/A,N/A
2593,Marlon Wayans: Woke-ish,6.5,N/A,N/A,47
2594,Force 2,6.2,N/A,N/A,55
2595,Ralphie May: Unruly,4.7,N/A,N/A,N/A
2596,Our Idiot Brother,6.4,60,N/A,70
2597,Zach Galifianakis: Live at the Purple Onion,7.3,N/A,N/A,76
2598,The Heyday of the Insensitive Bastards,4.4,N/A,N/A,40
2599,The Dark Side of the Moon,5,N/A,N/A,N/A
2600,I Am Jonas,7,N/A,N/A,N/A
2601,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,47,N/A,N/A
2602,Blue Ruin,7.1,78,N/A,96
2603,Dolphin Tale 2,6.4,58,N/A,65
2604,Life of An Outcast,6.8,N/A,N/A,N/A
2605,Verónica,6.2,N/A,N/A,90
2606,Maximum Conviction,4.8,N/A,N/A,N/A
2607,Ghost Pains: The Monster Within,4.8,N/A,N/A,N/A
2608,"Ghost Tears, Part 2",8,N/A,N/A,N/A
2609,Ghost Whispers,8,N/A,N/A,N/A
2610,I Don't Feel at Home in This World Anymore.,6.9,75,N/A,N/A
2611,Marvel Super Hero Adventures: Frost Fight!,5.1,N/A,N/A,N/A
2612,El fotógrafo de Mauthausen,6.7,N/A,N/A,N/A
2613,Mute,5.4,35,N/A,20
2614,Kill Command,5.7,N/A,N/A,75
2615,Bert Kreischer: The Machine,7.7,N/A,N/A,N/A
2616,Firebrand,5.1,N/A,N/A,N/A
